file_path,test_name,Testing approach,1st Review,Final Classification,Justification,main_concepts,quantum_test,Notes
qiskit-algorithms/test/gradients/test_estimator_gradient.py,test_gradient_validation,Classical,Classical,Classical,Tests arguments validation,"Quantum Circuit, Estimator, Parameter, QuantumCircuit, SparsePauliOp",No,Validation only
qiskit-algorithms/test/gradients/test_estimator_gradient.py,test_spsa_gradient,Black-box Testing,Black-box Testing,Black-box Testing,Tests Gradient.run and asserts on results,"Quantum Circuit, SPSA Estimator, Parameterized Quantum Circuit, Sparse Pauli Operator",Yes,
qiskit-algorithms/test/gradients/test_estimator_gradient.py,test_complex_gradient,Black-box Testing,Black-box Testing,Black-box Testing,Tests Gradient.run and asserts on results,"Quantum Circuit, Parameterized Quantum Circuit, Pauli Operator",Yes,
qiskit-algorithms/test/gradients/test_estimator_gradient.py,test_operations_preserved,Gray-box Testing,Gray-box Testing,Gray-box Testing,"Tests Gradient.run, asserts on results and asserts on internal properties","Quantum Circuit, Parameterized Gates, Quantum Estimators",Yes,
qiskit-algorithms/test/gradients/test_estimator_gradient.py,test_product_rule_check,Classical,Classical with Quantum-specific concept,Classical,"Asserts on raising an exception on validation (product rule check), which does not run the circuit ","Quantum Circuit, Parameter, QuantumCircuit, Rx Gate, Ry Gate",No,
qiskit-algorithms/test/gradients/test_qgt.py,test_qgt_derivative_type,Black-box Testing,Black-box Testing,Black-box Testing,Tests QGT.run and asserts on results,"Quantum Circuit, Quantum Gradient Tape, Derivative Type",Yes,
qiskit-algorithms/test/gradients/test_qgt.py,test_qgt_phase_fix,Black-box Testing,Black-box Testing,Black-box Testing,Tests QGT.run and asserts on results,"Quantum Circuit, Quantum Gradient Tape, Parameterized Quantum Circuit, Quantum Gates, DerivativeType",Yes,
qiskit-algorithms/test/gradients/test_qgt.py,test_qgt_coefficients,Gray-box Testing,Black-box Testing,Gray-box Testing,Tests QGT.run and asserts on results,"Quantum Circuit, Quantum Gradient Tape",Yes,
qiskit-algorithms/test/gradients/test_qgt.py,test_qgt_parameters,Gray-box Testing,Black-box Testing,Gray-box Testing,Tests QGT.run and asserts on results,"Quantum Circuit, Parameterized Quantum Circuit",Yes,
qiskit-algorithms/test/gradients/test_qgt.py,test_qgt_multi_arguments,Gray-box Testing,Black-box Testing,Black-box Testing,Tests QGT.run and asserts on results,"Quantum Circuit, Quantum Gradient Tape, Parameter Shift Rule",Yes,
qiskit-algorithms/test/gradients/test_qgt.py,test_operations_preserved,Gray-box Testing,Gray-box Testing,Gray-box Testing,"Tests QGT.run, asserts on results and on internal structure","Quantum Circuit, Parameterized Gates, Quantum Gradient Tape",Yes,
qiskit-algorithms/test/gradients/test_sampler_gradient.py,test_single_circuit,Black-box Testing,Black-box Testing,Black-box Testing,Tests Gradient.run and asserts on results,"Quantum Circuit, Parameterized Quantum Circuit, Quantum Measurement",Yes,
qiskit-algorithms/test/gradients/test_sampler_gradient.py,test_gradient_p,Black-box Testing,Black-box Testing,Black-box Testing,Tests Gradient.run and asserts on results,"Quantum Circuit, Parameterized Quantum Circuit, Quantum Measurement",Yes,
qiskit-algorithms/test/gradients/test_sampler_gradient.py,test_gradient_u,Black-box Testing,Black-box Testing,Black-box Testing,Tests Gradient.run and asserts on results,"Quantum Circuit, Quantum Gates, Parameterized Quantum Circuit, Quantum Measurement",Yes,
qiskit-algorithms/test/gradients/test_sampler_gradient.py,test_gradient_efficient_su2,Black-box Testing,Black-box Testing,Black-box Testing,Tests Gradient.run and asserts on results,"Quantum Circuit, EfficientSU2",Yes,
qiskit-algorithms/test/gradients/test_sampler_gradient.py,test_gradient_2qubit_gate,Gray-box Testing,Black-box Testing,Gray-box Testing,Tests Gradient.run and asserts on results,"Quantum Circuit, Parameterized Gates, Quantum Gradients",Yes,
qiskit-algorithms/test/gradients/test_sampler_gradient.py,test_gradient_parameter_coefficient,Gray-box Testing,Black-box Testing,Gray-box Testing,Tests Gradient.run and asserts on results,"Quantum Circuit, Parameter Variables, Quantum Gradients",Yes,
qiskit-algorithms/test/gradients/test_sampler_gradient.py,test_gradient_validation,Classical,Classical,Classical,"Asserts on argument validation, which occurs before running the circuit","Quantum Circuit, Parameter, Sampler, Quantum Measurement",No,
qiskit-algorithms/test/gradients/test_sampler_gradient.py,test_spsa_gradient,Gray-box Testing,Black-box Testing,Gray-box Testing,Tests Gradient.run and asserts on results,"Quantum Circuit, SPSA Sampler, Quantum Parameters, Quantum Gradients",Yes,
qiskit-algorithms/test/gradients/test_sampler_gradient.py,test_gradient_random_parameters,Gray-box Testing,Black-box Testing,Gray-box Testing,Tests Gradient.run and asserts on results,"Quantum Circuit, RealAmplitudes, Parameter Shift Rule, Finite Difference Method",Yes,
qiskit-algorithms/test/gradients/test_sampler_gradient.py,test_options,Gray-box Testing,Gray-box Testing,Gray-box Testing,Asserts on internal and results properties,"Quantum Circuit, Sampler, Quantum Gradient",Yes,
qiskit-algorithms/test/gradients/test_sampler_gradient.py,test_operations_preserved,Gray-box Testing,Gray-box Testing,Gray-box Testing,"Tests Gradient.run, asserts on results and on internal structure","Quantum Circuit, Parameterized Gates, Quantum Measurement",Yes,
qiskit-algorithms/test/gradients/test_qfi.py,test_qfi,Black-box Testing,Black-box Testing,Black-box Testing,Tests QFI.run and asserts on results,"Quantum Circuit, Quantum Fisher Information",Yes,
qiskit-algorithms/test/gradients/test_qfi.py,test_qfi_phase_fix,Black-box Testing,Black-box Testing,Black-box Testing,Tests QFI.run and asserts on results,"Quantum Circuit, Quantum Fisher Information (QFI)",Yes,
qiskit-algorithms/test/gradients/test_qfi.py,test_qfi_maxcut,Gray-box Testing,Black-box Testing,Gray-box Testing,Tests QFI.run and asserts on results,"Quantum Circuit, Parameterized Quantum Circuit, Quantum Fisher Information",Yes,
qiskit-algorithms/test/gradients/test_qfi.py,test_options,Classical,Classical with Quantum Collateral,Classical,Tests QFI.run but asserts on setters,"Quantum Circuit, Quantum Fisher Information, Quantum Gradient Tape",No,
qiskit-algorithms/test/optimizers/test_optimizer_nft.py,test_nft,Classical,Classical with Quantum Collateral,Classical,Intends to test an Optimizer (numeric) and runs VQE.compute_minimum_eigenvalue to do so,"NFT optimizer, VQE, RealAmplitudes",No,"It has a quantum element which is the VQE, but the test is classical"
qiskit-algorithms/test/optimizers/test_optimizers.py,test_qnspsa,Classical,Classical,Classical,Tests QNSPSA contructor/setter,"QNSPSA optimizer, RealAmplitudes, Sampler",No,
qiskit-algorithms/test/optimizers/test_spsa.py,test_pauli_two_design,Classical,Classical,Classical,Tests SPSA.minimize (numeric),"Pauli Two-Design, SPSA, SparsePauliOp, Statevector, Expectation Value",No,
qiskit-algorithms/test/optimizers/test_spsa.py,test_qnspsa_fidelity_primitives,Classical,Classical,Classical,Tests QNSPSA.get_fidelity (numeric),"PauliTwoDesign, QNSPSA, Sampler",No,
qiskit-algorithms/test/optimizers/test_spsa.py,test_qnspsa_max_evals_grouped,Classical,Classical with Quantum Collateral,Classical,"Tests Optimizer.minimize, but runs an Estimator.estimate","Quantum Circuit, QNSPSA, Pauli Operator, Estimator",No,
qiskit-algorithms/test/optimizers/test_optimizer_aqgd.py,test_simple,Classical,Classical with Quantum Collateral,Classical,Tests AQGD(Optimizer) as argument for VQE.compute_minimum_eigenvalue,"VQE, AQGD optimizer, RealAmplitudes, gradient",No,
qiskit-algorithms/test/optimizers/test_optimizer_aqgd.py,test_int_values,Classical,Classical with Quantum Collateral,Classical,Tests AQGD(Optimizer) as argument for VQE.compute_minimum_eigenvalue,"VQE, RealAmplitudes, AQGD",No,
qiskit-algorithms/test/optimizers/test_optimizer_aqgd.py,test_max_grouped_evals_parallelizable,Classical,Classical with Quantum Collateral,Classical,Tests AQGD(Optimizer) as argument for VQE.compute_minimum_eigenvalue,"VQE, RealAmplitudes, AQGD",No,
qiskit-algorithms/test/optimizers/test_gradient_descent.py,test_pauli_two_design,Classical,Classical,Classical,Tests Optimizer.minimize,"Quantum Circuit, Pauli Operator, Gradient Descent",No,
qiskit-algorithms/test/minimum_eigensolvers/test_sampling_vqe.py,test_exact_sampler,Black-box Testing,Black-box Testing,Black-box Testing,Tests VQE.compute_minimum_eigenvalue,"Quantum Circuit, VQE, SamplingVQE",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_sampling_vqe.py,test_invalid_initial_point,Classical,Classical with Quantum-specific concept,Classical,Asserts on raising an excetion given a quantum validation rule,"RealAmplitudes, SamplingVQE, SLSQP",No,
qiskit-algorithms/test/minimum_eigensolvers/test_sampling_vqe.py,test_ansatz_resize,Gray-box Testing,Black-box Testing,Gray-box Testing,Asserts on VQE.compute_minimum_eigenvalue result,"Quantum Circuit, VQE, RealAmplitudes",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_sampling_vqe.py,test_invalid_ansatz_size,Classical,Classical,Classical,Argument validation without running the circuit,"Quantum Circuit, VQE, Quantum Error",No,
qiskit-algorithms/test/minimum_eigensolvers/test_sampling_vqe.py,test_missing_varform_params,Classical,Classical,Classical,Argument validation without running the circuit,"Variational Form, Parameters, SamplingVQE, SLSQP",No,
qiskit-algorithms/test/minimum_eigensolvers/test_sampling_vqe.py,test_batch_evaluate_slsqp,Black-box Testing,Black-box Testing,Black-box Testing,Asserts on VQE.compute_minimum_eigenvalue result,"SamplingVQE, RealAmplitudes, SLSQP optimizer",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_sampling_vqe.py,test_batch_evaluate_with_qnspsa,Gray-box Testing,Gray-box with Quantum Collateral,Gray-box Testing,"Asserts on the number of calls made to function, runs the VQE.compute_minimum_eigenvalue, but does not assert on results","Quantum Circuit, TwoLocal, Pauli",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_sampling_vqe.py,test_optimizer_scipy_callable,Classical,Classical with Quantum Collateral,Classical,Asserts on the result of a SciPyOptimizer (numerical) indirectly by running the the VQE.compute_minimum_eigenvalue,"SciPy optimizer, SamplingVQE, Pauli operator",No,
qiskit-algorithms/test/minimum_eigensolvers/test_sampling_vqe.py,test_optimizer_callable,Classical,Classical with Quantum Collateral,Classical,Same as above,"SamplingVQE, RealAmplitudes, Pauli, Optimizer",No,
qiskit-algorithms/test/minimum_eigensolvers/test_sampling_vqe.py,test_auxops,Gray-box Testing,Gray-box Testing,Gray-box Testing,"Asserts on results auxiliar properties, but not the algorithm result values ","Quantum Circuit, VQE, Pauli Operator",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_sampling_vqe.py,test_nondiag_observable_raises,Classical,Classical,Classical,Argument validation without running the circuit,"Pauli-X, SamplingVQE, RealAmplitudes, SLSQP",No,
qiskit-algorithms/test/minimum_eigensolvers/test_sampling_vqe.py,test_callback,Gray-box Testing,Gray-box Testing,Gray-box Testing,"Asserts on internal stored (partial) results by running the circuit, but does not asserts on result values","SamplingVQE, RealAmplitudes, SLSQP, Callback function",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_sampling_vqe.py,test_aggregation,Gray-box Testing,Gray-box Testing,Gray-box Testing,Asserts on a single result property,"SamplingVQE, RealAmplitudes, Pauli-Z, Aggregation",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_adapt_vqe.py,test_default,Black-box Testing,Black-box Testing,Black-box Testing,Asserts on AdaptVQE.compute_minimum_eigenvalue results,"VQE, AdaptVQE, Minimum Eigenvalue, Estimator, Ansatz, Optimizer",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_adapt_vqe.py,test_with_quantum_info,Black-box Testing,Black-box Testing,Black-box Testing,Asserts on AdaptVQE.compute_minimum_eigenvalue results,"Quantum Circuit, AdaptVQE, VQE, EvolvedOperatorAnsatz",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_adapt_vqe.py,test_converged,Gray-box Testing,Gray-box Testing,Gray-box Testing,Asserts on termination criteria of AdaptVQE.compute_minimum_eigenvalue,"Quantum Algorithm, AdaptVQE, VQE, Estimator, Termination Criterion",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_adapt_vqe.py,test_maximum,Gray-box Testing,Gray-box Testing,Gray-box Testing,Asserts on termination criteria of AdaptVQE.compute_minimum_eigenvalue,"AdaptVQE, VQE, Estimator, ansatz, optimizer, termination criterion, max iterations",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_adapt_vqe.py,test_eigenvalue_threshold,Gray-box Testing,Gray-box Testing,Gray-box Testing,Asserts on termination criteria of AdaptVQE.compute_minimum_eigenvalue,"Quantum Circuit, SparsePauliOp, EvolvedOperatorAnsatz, VQE, AdaptVQE, TerminationCriterion",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_adapt_vqe.py,test_vqe_solver,Gray-box Testing,Gray-box Testing,Gray-box Testing,Asserts on internal state,"VQE, AdaptVQE, MinimumEigensolver",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_adapt_vqe.py,test_gradient_calculation,Gray-box Testing,Gray-box Testing,Gray-box Testing,Asserts on private method that runs a circuit,"Gradient Calculation, VQE, AdaptVQE, SparsePauliOp",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_adapt_vqe.py,test_supports_aux_operators,Gray-box Testing,Black/Gray-box,Gray-box Testing,"Asserts on results values and properties, although some properties reveal internal functionalities","Auxiliary Operators, AdaptVQE, VQE",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_qaoa.py,test_qaoa,Black-box Testing,Black-box Testing,Black-box Testing,Asserts on QAOA.compute_minimum_eigenvalue result,"QAOA, Quantum Circuit, MaxCut",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_qaoa.py,test_qaoa_qc_mixer,Gray-box Testing,Black-box Testing,Gray-box Testing,Asserts on QAOA.compute_minimum_eigenvalue result,"Quantum Circuit, QAOA, Parameterized Circuit, COBYLA optimizer",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_qaoa.py,test_qaoa_qc_mixer_many_parameters,Gray-box Testing,Black-box Testing,Gray-box Testing,Asserts on QAOA.compute_minimum_eigenvalue result,"Quantum Circuit, QAOA, Parameterized Circuit, COBYLA optimizer",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_qaoa.py,test_qaoa_qc_mixer_no_parameters,Gray-box Testing,Gray-box Testing,Gray-box Testing,Broad assertion (IsNotNone) on QAOA.compute_minimum_eigenvalue result,"Quantum Circuit, QAOA",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_qaoa.py,test_change_operator_size,Gray-box Testing,Black-box Testing,Gray-box Testing,Asserts on QAOA.compute_minimum_eigenvalue result with focus on optional argument,"QAOA, Quantum Circuit",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_qaoa.py,test_qaoa_initial_point,Gray-box Testing,Gray-box Testing,Gray-box Testing,Asserts on QAOA.compute_minimum_eigenvalue with focus on the initial_point constructor argument impact,"QAOA, Quantum Circuit",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_qaoa.py,test_qaoa_random_initial_point,Gray-box Testing,Gray-box Testing,Gray-box Testing,Asserts on QAOA.compute_minimum_eigenvalue with focus on the initial_point constructor argument impact,"QAOA, Quantum Circuit, Nelder-Mead, Minimum Eigenvalue",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_qaoa.py,test_optimizer_scipy_callable,Gray-box Testing,Black/Gray-box,Gray-box Testing,Asserts on QAOA.compute_minimum_eigenvalue result.cost_function_evals with focus on SciPy minimizer,"QAOA, SciPy optimizer, Nelder-Mead method",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_vqe.py,test_using_ref_estimator,Gray-box Testing,Black/Gray-box,Gray-box Testing,"Asserts on QAOA.compute_minimum_eigenvalue result's properties, but some reveal internal structures","VQE, Estimator, RYRZ Wavefunction, Optimizer, H2 Operator",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_vqe.py,test_invalid_initial_point,Classical,Classical,Classical,Argument validation without running the circuit,"VQE, Estimator, Ansatz, SLSQP, Initial Point, Minimum Eigenvalue",No,
qiskit-algorithms/test/minimum_eigensolvers/test_vqe.py,test_ansatz_resize,Gray-box Testing,Black/Gray-box,Gray-box Testing,Intends to assert on internal structure by asserting on the result,"Quantum Circuit, VQE",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_vqe.py,test_invalid_ansatz_size,Classical,Classical,Classical,Argument validation without running the circuit,"Quantum Circuit, VQE, Quantum Error",No,
qiskit-algorithms/test/minimum_eigensolvers/test_vqe.py,test_missing_ansatz_params,Classical,Classical,Classical,Argument validation without running the circuit,"Quantum Circuit, VQE, SLSQP, AlgorithmError",No,
qiskit-algorithms/test/minimum_eigensolvers/test_vqe.py,test_max_evals_grouped,Gray-box Testing,Black/Gray-box,Gray-box Testing,Intends to assert on the internal use of the optimizer by asserting on results,"VQE, SLSQP, Estimator, RYRZ Wavefunction, H2 Operator",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_vqe.py,test_with_gradient,Black-box Testing,Black-box Testing,Black-box Testing,Asserts on VQE.compute_minimum_eigenvalue result with focus on the gradient constructor parameter,"VQE, Gradient, ParamShiftEstimatorGradient",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_vqe.py,test_gradient_passed,Gray-box Testing,Gray-box Testing,Gray-box Testing,Asserts on internal structure without asserting on results,"Gradient, Optimizer, VQE",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_vqe.py,test_gradient_run,Gray-box Testing,Black/Gray-box,Gray-box Testing,Intends to assert on internal structure by asserting on the result,"Gradient Descent, Param Shift Estimator Gradient, VQE",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_vqe.py,test_callback,Gray-box Testing,Gray-box Testing,Gray-box Testing,Asserts on the internal structure without asserting on the VQE.compute_minimum_eigenvalue,"VQE, COBYLA, Estimator, Ry Wavefunction",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_vqe.py,test_reuse,Gray-box Testing,Black/Gray-box,Gray-box Testing,Asserts on VQE.compute_minimum_eigenvalue results with intent to verify internal structure,"VQE, TwoLocal, Estimator, SLSQP, Operator, SparsePauliOp",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_vqe.py,test_vqe_optimizer_reuse,Gray-box Testing,Black/Gray-box,Gray-box Testing,Asserts on VQE.compute_minimum_eigenvalue results with intent to verify internal structure,"VQE, Estimator, RYRZ Wavefunction, SLSQP, L-BFGS-B",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_vqe.py,test_default_batch_evaluation_on_spsa,Gray-box Testing,Gray-box Testing,Gray-box Testing,Asserts on the internal structure without asserting on the VQE.compute_minimum_eigenvalue,"VQE, Estimator, SPSA, TwoLocal, Pauli",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_vqe.py,test_batch_evaluate_with_qnspsa,Gray-box Testing,Gray-box Testing,Gray-box Testing,Asserts on the internal structure without asserting on the VQE.compute_minimum_eigenvalue,"Quantum Circuit, TwoLocal, Pauli",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_vqe.py,test_optimizer_scipy_callable,Gray-box Testing,Black/Gray-box,Gray-box Testing,Asserts on VQE.compute_minimum_eigenvalue results with intent to verify the optimizer was used,"SciPy optimizer, VQE, Estimator, RYRZ wavefunction",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_vqe.py,test_optimizer_callable,Gray-box Testing,Black/Gray-box,Gray-box Testing,Asserts on VQE.compute_minimum_eigenvalue results with intent to verify the optimizer was used,"VQE, Estimator, RealAmplitudes, SparsePauliOp",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_vqe.py,test_aux_operators_list,Gray-box Testing,Black/Gray-box,Gray-box Testing,Asserts on VQE.compute_minimum_eigenvalue results and on results properties that reveal internal logic,"Quantum Circuit, SparsePauliOp",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_vqe.py,test_aux_operators_dict,Gray-box Testing,Black/Gray-box,Gray-box Testing,Asserts on VQE.compute_minimum_eigenvalue results and on results properties that reveal internal logic,"Quantum Circuit, SparsePauliOp",Yes,
qiskit-algorithms/test/minimum_eigensolvers/test_numpy_minimum_eigensolver.py,test_cme,Classical,Classical,Classical,Asserts on numeric solution,"NumPyMinimumEigensolver, Eigenvalue, Aux Operators",No,
qiskit-algorithms/test/minimum_eigensolvers/test_numpy_minimum_eigensolver.py,test_cme_filter,Classical,Classical,Classical,Asserts on numeric solution with focus on filter parameter,"NumPyMinimumEigensolver, Filter Criterion",No,
qiskit-algorithms/test/minimum_eigensolvers/test_numpy_minimum_eigensolver.py,test_cme_filter_empty,Classical,Classical,Classical,Asserts on numeric solution with focus on filter parameter,None,No,
qiskit-algorithms/test/minimum_eigensolvers/test_numpy_minimum_eigensolver.py,test_cme_1q,Classical,Classical,Classical,Asserts on numeric solution,"Quantum Circuit, SparsePauliOp, NumPyMinimumEigensolver",No,
qiskit-algorithms/test/minimum_eigensolvers/test_numpy_minimum_eigensolver.py,test_cme_aux_ops_dict,Classical,Classical,Classical,Asserts on numeric solution with focus on aux_operators parameter,"Quantum Minimum Eigensolver, Auxiliary Operators",No,
qiskit-algorithms/test/time_evolvers/test_time_evolution_result.py,test_init_state,Classical,Classical,Classical,Asserts on Statevector solution,"Quantum Circuit, Statevector, Time Evolution",No,
qiskit-algorithms/test/time_evolvers/test_time_evolution_result.py,test_init_observable,Classical,Classical,Classical,Asserts on Statevector solution,"Quantum Circuit, Time Evolution",No,
qiskit-algorithms/test/time_evolvers/test_pvqd.py,test_pvqd,Black-box Testing,Black-box Testing,Black-box Testing,Asserts on PVQD.evolve -> _get_observable_evaluator -> runs the circuit,"Quantum Circuit, Time Evolution, Pauli Operator, Estimator, Optimizer, Sampler, Fidelity Calculation",Yes,
qiskit-algorithms/test/time_evolvers/test_pvqd.py,test_step,Gray-box Testing,Black-box Testing,Gray-box Testing,Asserts on PVQD.step method results,"Quantum Circuit, Optimization Algorithm, Quantum State Fidelity",Yes,
qiskit-algorithms/test/time_evolvers/test_pvqd.py,test_get_loss,Gray-box Testing,Black-box Testing,Gray-box Testing,Asserts on PVQD.get_loss method result,"Quantum Variational Quantum Deflation (PVQD), Estimator, Sampler, ComputeUncompute, Parameter Shift",Yes,
qiskit-algorithms/test/time_evolvers/test_pvqd.py,test_invalid_num_timestep,Classical,Classical,Classical,Argument validation without running the circuit,"Time Evolution, Quantum Circuit, Hamiltonian, Observable",No,
qiskit-algorithms/test/time_evolvers/test_pvqd.py,test_initial_guess_and_observables,Gray-box Testing,Gray-box Testing,Gray-box Testing,Asserts on PVQD.evolve result properties that reveal internal logic,"Time Evolution, Quantum Hamiltonian, Quantum Observables",Yes,
qiskit-algorithms/test/time_evolvers/test_pvqd.py,test_zero_parameters,Classical,Classical,Classical,Argument validation without running the circuit,"Quantum Circuit, Quantum Evolution, Quantum Optimization",No,
qiskit-algorithms/test/time_evolvers/test_pvqd.py,test_initial_state_raises,Classical,Classical,Classical,Argument validation without running the circuit,"Quantum Circuit, Time Evolution Problem, Quantum State, Sampler, ComputeUncompute, PVQD, SPSA optimizer",No,
qiskit-algorithms/test/time_evolvers/test_pvqd.py,test_aux_ops_raises,Classical,Classical,Classical,Argument validation without running the circuit,"Time Evolution, Hamiltonian, Observable, PVQD, SPSA",No,
qiskit-algorithms/test/time_evolvers/test_trotter_qrte.py,test_trotter_qrte_trotter_single_qubit,Gray-box Testing,Classical on QCircuit,Gray-box Testing,"Asserts on TrotterQRTE.evolve resulting circuit comparing it to a expected Statevector, without running the circuit","Quantum Circuit, TrotterQRTE",Yes,
qiskit-algorithms/test/time_evolvers/test_trotter_qrte.py,test_trotter_qrte_trotter,Gray-box Testing,Classical on QCircuit,Gray-box Testing,Asserts on TrotterQRTE.evolve resulting circuit and asserts on results properties that reveal internal logic without running the circuit,"Quantum Circuit, TrotterQRTE, TimeEvolutionProblem, Estimator, Statevector",Yes,
qiskit-algorithms/test/time_evolvers/test_trotter_qrte.py,test_trotter_qrte_trotter_two_qubits,Gray-box Testing,Classical on QCircuit,Gray-box Testing,Asserts on TrotterQRTE.evolve resulting circuit comparing it to a expected Statevector without running the circuit,"Quantum Circuit, TrotterQRTE, TimeEvolutionProblem",Yes,
qiskit-algorithms/test/time_evolvers/test_trotter_qrte.py,test_trotter_qrte_qdrift,Gray-box Testing,Classical on QCircuit,Gray-box Testing,Asserts on TrotterQRTE.evolve resulting circuit comparing it to a expected Statevector without running the circuit,"Quantum Circuit, TrotterQRTE, QDrift",Yes,
qiskit-algorithms/test/time_evolvers/test_trotter_qrte.py,test_trotter_qrte_trotter_param_errors,Classical,Classical,Classical,Argument validation without running the circuit,"Quantum Circuit, TrotterQRTE",No,
qiskit-algorithms/test/time_evolvers/test_trotter_qrte.py,test_trotter_qrte_trotter_aux_ops_errors,Classical,Classical,Classical,Argument validation without running the circuit,"Quantum Circuit, TrotterQRTE",No,
qiskit-algorithms/test/time_evolvers/test_trotter_qrte.py,test_trotter_qrte_trotter_hamiltonian_errors,Classical,Classical,Classical,Argument validation without running the circuit,"TrotterQRTE, Evolution Problem",No,
qiskit-algorithms/test/time_evolvers/test_trotter_qrte.py,test_barriers,Gray-box Testing,Gray-box Testing,Gray-box Testing,Asserts on internal logic,"Quantum Circuit, TrotterQRTE, TimeEvolutionProblem, SparsePauliOp",Yes,
qiskit-algorithms/test/time_evolvers/test_time_evolution_problem.py,test_init_all,Classical,Classical,Classical,Asserts on TimeEvolutionProblem contructor,"Quantum Circuit, Time Evolution Problem",No,
qiskit-algorithms/test/time_evolvers/variational/test_var_qte.py,test_create_init_state_param_dict_errors_type,Classical,Classical,Classical,Argument validation without running the circuit,"Quantum State Initialization, Error Handling",No,
qiskit-algorithms/test/time_evolvers/variational/test_var_qite.py,test_run_d_1_with_aux_ops,Gray-box Testing,Black/Gray-box,Gray-box Testing,Asserts on VarQITE.evolve results from a QC and asserts on internal structure of aux_ops,"Quantum Circuit, VarQITE, Time Evolution Problem",Yes,
qiskit-algorithms/test/time_evolvers/variational/test_var_qite.py,test_run_d_1_t_7,Gray-box Testing,Black-box Testing,Gray-box Testing,Asserts on VarQITE.evolve results from a QC only,"VarQITE, ImaginaryMcLachlanPrinciple, RK45 ODE solver",Yes,
qiskit-algorithms/test/time_evolvers/variational/test_var_qite.py,test_run_d_2,Gray-box Testing,Black-box Testing,Gray-box Testing,Asserts on VarQITE.evolve results from a QC only,"ImaginaryMcLachlanPrinciple, VarQITE, RK45 ODE solver",Yes,
qiskit-algorithms/test/time_evolvers/variational/test_var_qite.py,test_run_d_1_time_dependent,Gray-box Testing,Black-box Testing,Gray-box Testing,Asserts on VarQITE.evolve results from a QC only,"Quantum Circuit, Time Evolution Problem, VarQITE",Yes,
qiskit-algorithms/test/time_evolvers/variational/test_var_qrte.py,test_time_dependent_hamiltonian,Gray-box Testing,Black-box Testing,Gray-box Testing,Asserts on VarQRTE.evolve results after running the QCircuit,"Quantum Circuit, Time Evolution, Parameterized Circuit, Statevector",Yes,
qiskit-algorithms/test/time_evolvers/variational/test_var_qrte.py,test_run_d_1_with_aux_ops,Gray-box Testing,Black/Gray-box,Gray-box Testing,Asserts on VarQRTE.evolve results after running the QCircuit and properties that reveal internal logic,"Quantum Circuit, Time Evolution Problem, RealMcLachlanPrinciple",Yes,
qiskit-algorithms/test/time_evolvers/variational/test_var_qrte.py,test_run_d_2,Gray-box Testing,Black-box Testing,Gray-box Testing,Asserts on VarQRTE.evolve results.parameters_values,"Quantum Circuit, Variational Quantum Eigensolver, RealMcLachlan Principle",Yes,
qiskit-algorithms/test/time_evolvers/variational/test_var_qrte.py,test_run_d_1_time_dependent,Gray-box Testing,Black-box Testing,Gray-box Testing,Asserts on VarQRTE.evolve result.parameters_values,"Quantum Circuit, Time Evolution Problem, Quantum Gradient Descent, Real McLachlan Principle",Yes,
